wavelength_air_A,flux
7.429243677394895712e+03,9.878000000000000114e-01
7.429253674698446957e+03,9.869999999999999885e-01
7.429263672002000021e+03,9.864000000000000545e-01
7.429273669305550357e+03,9.858999999999999986e-01
7.429283666609106149e+03,9.857000000000000206e-01
7.429293663912658303e+03,9.857000000000000206e-01
7.429303661216210457e+03,9.859999999999999876e-01
7.429313658519762612e+03,9.867000000000000215e-01
7.429323655823313857e+03,9.876000000000000334e-01
7.429333653126868739e+03,9.888000000000000123e-01
7.429343650430419075e+03,9.899999999999999911e-01
7.429353647733971229e+03,9.909999999999999920e-01
7.429363645037523384e+03,9.917000000000000259e-01
7.429373642341074628e+03,9.922999999999999599e-01
7.429383639644627692e+03,9.927000000000000268e-01
7.429393636948178937e+03,9.931999999999999718e-01
7.429403634251730182e+03,9.937000000000000277e-01
7.429413631555280517e+03,9.940999999999999837e-01
7.429423628858832672e+03,9.942999999999999616e-01
7.429433626162383007e+03,9.943999999999999506e-01
7.429443623465936980e+03,9.946000000000000396e-01
7.429453620769489135e+03,9.948000000000000176e-01
7.429463618073039470e+03,9.952999999999999625e-01
7.429473615376591624e+03,9.958000000000000185e-01
7.429483612680141050e+03,9.961999999999999744e-01
7.429493609983692295e+03,9.965000000000000524e-01
7.429503607287240811e+03,9.966000000000000414e-01
7.429513604590794785e+03,9.967000000000000304e-01
7.429523601894345120e+03,9.969000000000000083e-01
7.429533599197894546e+03,9.970999999999999863e-01
7.429543596501445791e+03,9.973999999999999533e-01
7.429553593804995216e+03,9.976000000000000423e-01
7.429563591108544642e+03,9.977000000000000313e-01
7.429573588412096797e+03,9.978000000000000203e-01
7.429583585715646223e+03,9.978000000000000203e-01
7.429593583019195648e+03,9.976000000000000423e-01
7.429603580322746893e+03,9.972999999999999643e-01
7.429613577626297229e+03,9.969999999999999973e-01
7.429623574929844835e+03,9.967000000000000304e-01
7.429633572233395171e+03,9.962999999999999634e-01
7.429643569536945506e+03,9.958000000000000185e-01
7.429653566840495841e+03,9.951999999999999735e-01
7.429663564144047086e+03,9.946000000000000396e-01
7.429673561447596512e+03,9.939999999999999947e-01
7.429683558751144119e+03,9.930999999999999828e-01
7.429693556054693545e+03,9.921999999999999709e-01
7.429703553358242061e+03,9.912999999999999590e-01
7.429713550661791487e+03,9.906000000000000361e-01
7.429723547965341822e+03,9.898000000000000131e-01
7.429733545268889429e+03,9.888000000000000123e-01
7.429743542572439765e+03,9.879000000000000004e-01
7.429753539875987371e+03,9.872999999999999554e-01
7.429763537179536797e+03,9.868999999999999995e-01
7.429773534483083495e+03,9.868999999999999995e-01
7.429783531786632011e+03,9.870999999999999774e-01
7.429793529090180527e+03,9.877000000000000224e-01
7.429803526393727225e+03,9.886000000000000343e-01
7.429813523697277560e+03,9.896000000000000352e-01
7.429823521000826076e+03,9.907000000000000250e-01
7.429833518304374593e+03,9.918000000000000149e-01
7.429843515607922200e+03,9.929999999999999938e-01
7.429853512911471626e+03,9.938000000000000167e-01
7.429863510215017413e+03,9.943999999999999506e-01
7.429873507518565020e+03,9.948000000000000176e-01
7.429883504822114446e+03,9.950999999999999845e-01
7.429893502125661144e+03,9.953999999999999515e-01
7.429903499429209660e+03,9.956000000000000405e-01
7.429913496732755448e+03,9.958000000000000185e-01
7.429923494036303055e+03,9.959000000000000075e-01
7.429933491339850661e+03,9.959999999999999964e-01
7.429943488643397359e+03,9.958000000000000185e-01
