element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,ep_eV,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,nlte_delta_dex,nlte_source,observed_conditioning,continuum_level,continuum_method,continuum_ref,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,observed_depth,implied_width_A
Fe,I,9214.499,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.913,True,,,,13.663,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9258.267,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.6076,True,,,,47.919,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9259.005,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.913,True,,,,49.877,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9294.534,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",5.0331,True,,,,2.075,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9311.514,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.227,,ENGINE-A,True,,5.0856,True,,,,48.268,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",,,,,,,,,
Fe,I,9318.179,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.9556,True,,,,2.136,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9350.415,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",4.5485,True,,,,49.638,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9388.184,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",7.618,,ENGINE-A,True,,4.988,True,,,,48.043,0.011,"Bergemann MPIA per-line delta_nlte (live query, solar node); PER-LINE additive correction",,,,,,,,,
Fe,I,9410.159,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",5.0995,True,,,,48.38,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
Fe,I,9414.042,iag_fts_solar_atlas,,"synthesis flux-fit, FIXED half-width +/-1.4 A (RYA-759 route; no EW exists in this band to key the production wing-wide rule); observed from holding=solar_iag · iag_telfree_solaratlas.fits",,,ENGINE-A,False,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",5.0638,True,,,,309.128,,registered per-line delta_nlte (NOT SERVED),,,,,,,,,
